P. Name,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU),P. SFlux Min (EU),P. SFlux Mean (EU),P. SFlux Max (EU),
Kepler-387 c,non-habitable,,0.58,0.88,114.4783,114.4783,114.4784,
Kepler-388 b,non-habitable,,0.43,0.81,98.64307,98.64308,98.6431,
Kepler-388 c,non-habitable,,0.53,0.86,14.78107,14.78107,14.78107,
Kepler-389 b,non-habitable,,3.59,1.51,278.236,278.236,278.2361,
Kepler-389 c,non-habitable,,3.14,1.46,38.65411,38.65411,38.65412,
Kepler-390 b,non-habitable,,0.45,0.82,92.01738,92.0174,92.0174,
Kepler-390 c,non-habitable,,0.39,0.78,38.11131,38.11131,38.11132,
Kepler-391 b,non-habitable,,6.39,3.19,1012.76,1012.76,1012.76,
Kepler-391 c,non-habitable,,8.79,3.54,262.7134,262.7134,262.7135,
Kepler-392 b,non-habitable,,0.86,1,409.1697,409.1697,409.1698,
Kepler-392 c,non-habitable,,1.18,1.1,164.6803,164.6803,164.6803,
Kepler-393 b,non-habitable,,2.04,1.29,302.7241,302.7242,302.7242,
Kepler-393 c,non-habitable,,2.3,1.33,163.0371,163.0371,163.0371,
Kepler-394 b,non-habitable,,4.42,1.6,279.3529,279.353,279.353,
Kepler-394 c,non-habitable,,5.02,1.66,159.0465,159.0465,159.0465,
Kepler-395 b,non-habitable,,0.96,1.03,24.94939,24.9494,24.9494,
Kepler-395 c,non-habitable,,2.23,1.32,2.963283,2.963283,2.963283,
Kepler-396 b,non-habitable,,69.95,3.47,6.051062,6.051062,6.051064,
Kepler-396 c,non-habitable,,16.85,5.26,15.87743,15.87743,15.87743,
Kepler-397 b,non-habitable,,24.64,2.45,20.34898,20.34898,20.34898,
Kepler-397 c,non-habitable,,46.95,6.17,1.831408,1.831408,1.831409,
Kepler-398 b,non-habitable,,0.68,0.93,70.27321,70.27322,70.27323,
Kepler-398 c,non-habitable,,0.89,1.01,17.97449,17.97449,17.97449,
Kepler-398 d,non-habitable,,0.58,0.88,             ,             ,             ,
Kepler-399 b,non-habitable,,0.77,0.96,35.83567,35.83567,35.83568,
Kepler-399 c,non-habitable,,2.97,1.43,15.82438,15.82438,15.82438,
Kepler-399 d,non-habitable,,8.29,1.89,5.580961,5.580961,5.580962,
Kepler-400 b,non-habitable,,4.89,1.65,188.1603,188.1603,188.1603,
Kepler-400 c,non-habitable,,3.4,1.49,79.31528,79.31528,79.3153,
Kepler-401 b,non-habitable,,5.68,1.71,149.2889,149.2889,149.2889,
Kepler-401 c,non-habitable,,13.85,2.15,30.70736,30.70737,30.70737,
Kepler-401 d,non-habitable,,17.55,2.27,             ,             ,             ,
Kepler-402 b,non-habitable,,1.7,1.22,753.2854,753.2856,753.2858,
Kepler-402 c,non-habitable,,3.99,1.56,423.7231,423.7232,423.7232,
Kepler-402 d,non-habitable,,2.58,1.38,258.8579,258.858,258.858,
Kepler-402 e,non-habitable,,3.14,1.46,188.3214,188.3214,188.3214,
Kepler-403 b,non-habitable,,1.86,1.25,377.9506,377.9506,377.9506,
Kepler-403 c,non-habitable,,6.1,1.75,24.74852,24.74853,24.74853,
Kepler-403 d,non-habitable,,2.89,1.42,             ,             ,             ,
Kepler-404 b,non-habitable,,1.92,1.27,68.24612,68.24614,68.24615,
Kepler-404 c,non-habitable,,5.68,1.71,50.99344,50.99345,50.99346,
Kepler-405 b,non-habitable,,12.15,2.08,90.22305,90.22306,90.22306,
Kepler-405 c,non-habitable,,20.11,4.66,23.03823,23.03823,23.03823,
Kepler-406 b,non-habitable,,6.36,1.43,739.9525,739.9528,739.9529,
Kepler-406 c,non-habitable,,2.71,0.85,313.2244,313.2244,313.2245,
Kepler-408 b,non-habitable,,6.36,0.82,1331.687,1331.687,1331.687,
Kepler-409 b,non-habitable,,22,1.19,6.167555,6.167556,6.167558,
Kepler-410 A b,non-habitable,,4.41,2.84,140.8977,195.6952,279.9341,
Kepler-411 b,non-habitable,,8.1,1.88,237.3559,237.3559,237.3559,
Kepler-411 c,non-habitable,,6.9,3.27,65.14577,65.14577,65.1458,
Kepler-412 b,non-habitable,,298.55,14.84,1841.347,1855.374,1869.542,
Kepler-413(AB) b,non-habitable,,67.02,4.34,1.671134,2.103664,2.685886,
Kepler-418 b,non-habitable,321.45,349.73,13.44,5.905736,8.678175,13.28568,
Kepler-419 b,non-habitable,,861.62,12.43,5.832262,33.2218,574.7092,
Kepler-419 c,non-habitable,2352.76,2352.76,11.66,0.6741899,0.9541836,1.395892,
Kepler-420 A b,non-habitable,,461.01,10.53,2.322413,11.46754,140.2189,
Kepler-421 b,non-habitable,,14.29,4.16,0.2534624,0.2748927,0.2986487,
Kepler-422 b,non-habitable,,136.71,12.88,260.9665,260.9665,260.9665,
Kepler-423 b,non-habitable,,189.17,13.35,740.5527,769.0854,799.021,
Kepler-424 b,non-habitable,,327.48,9.97,363.924,363.924,363.9241,
Kepler-424 c,non-habitable,2216.04,2216.04,11.67,1.322118,1.322119,1.322119,
Kepler-430 b,non-habitable,,6.75,3.25,47.0964,47.09641,47.09641,
Kepler-430 c,non-habitable,,6.75,3.25,10.48014,10.48014,10.48014,
Kepler-431 b,non-habitable,,0.36,0.76,268.9305,268.9305,268.9306,
Kepler-431 c,non-habitable,,0.23,0.67,193.7898,193.7899,193.7899,
Kepler-431 d,non-habitable,,1.23,1.11,127.3108,127.3108,127.3108,
Kepler-432 b,non-habitable,,1720.06,16.24,47.38654,126.0992,454.9946,
Kepler-433 b,non-habitable,,896.59,16.24,708.1683,892.9915,1142.348,
Kepler-434 b,non-habitable,,909.31,12.66,130.5011,168.3634,221.0289,
Kepler-435 b,non-habitable,,267.07,22.29,1194.435,1491.863,1888.081,
Kepler-436 b,non-habitable,,3.91,2.73,1.223009,1.763754,2.639269,
Kepler-436 c,non-habitable,,19.52,2.33,15.40718,15.40718,15.40718,
Kepler-437 b,non-habitable,,13.57,2.14,2.004792,2.086162,2.171746,
Kepler-438 b,mesoplanet,,1.27,1.12,1.298292,1.377937,1.46383,
Kepler-439 b,non-habitable,,16.46,2.24,1.727817,1.833812,1.948121,
Kepler-440 b,mesoplanet,,7.75,1.86,0.7514458,1.43441,3.096766,
Kepler-441 b,non-habitable,,4.82,1.64,0.179591,0.2183799,0.2682533,
Kepler-442 b,psychroplanet,,2.34,1.34,0.6466799,0.6999821,0.7589214,
Kepler-443 b,mesoplanet,,19.53,2.33,0.7188641,0.8910313,1.118071,
Kepler-444 b,non-habitable,,0.04,0.38,161.5707,189.0479,222.6394,
Kepler-444 c,non-habitable,,0.09,0.49,110.0798,139.0742,178.2919,
Kepler-444 d,non-habitable,,0.11,0.53,65.63187,92.88903,135.889,
Kepler-444 e,non-habitable,,0.12,0.53,65.2686,67.91769,70.70399,
Kepler-444 f,non-habitable,,0.25,0.68,20.04099,61.39323,283.5138,
Kepler-445 b,non-habitable,,6.36,1.58,7.49546,7.49546,7.495461,
Kepler-445 c,non-habitable,,8.58,2.51,3.89979,3.899791,3.899792,
Kepler-445 d,non-habitable,,3.5,1.25,1.962549,1.962549,1.962549,
Kepler-446 b,non-habitable,,4.45,1.5,25.94266,25.94266,25.94266,
Kepler-446 c,non-habitable,,2.86,1.1,10.72544,10.72544,10.72544,
Kepler-446 d,non-habitable,,3.18,1.34,5.303507,5.303508,5.303509,
Kepler-447 b,non-habitable,,435.58,18.48,146.5379,146.5379,146.5379,
Kepler-448 b,non-habitable,,3179.4,16.02,226.1771,226.1771,226.1771,
Kepler-449 b,non-habitable,,11.47,2.05,157.6276,167.2975,177.7258,
Kepler-449 c,non-habitable,,4.06,2.76,40.82422,45.06291,49.86874,
Kepler-450 b,non-habitable,,46.17,6.14,75.09973,78.14785,81.35383,
Kepler-450 c,non-habitable,,3.42,2.62,170.0822,176.9854,184.2462,
Kepler-450 d,non-habitable,,0.48,0.84,354.872,465.7214,623.4919,
Kepler-452 b,mesoplanet,,4.72,1.63,1.109832,1.109832,1.109833,
Kepler-453(AB) b,non-habitable,,16,6.16,1.061842,1.061842,1.061842,
Kepler-454 b,non-habitable,,6.84,2.36,117.1765,117.1765,117.1765,
Kepler-454 c,non-habitable,1418.01,1418.01,11.67,0.6186041,0.6449871,0.672806,
Kepler-455 b,non-habitable,,68.05,6.94,0.2403402,0.2403403,0.2403403,
Kepler-456 b,non-habitable,,57.79,6.6,0.5812196,0.5812196,0.5812197,
Kepler-457 b,non-habitable,,20.36,2.35,96.5317,96.53171,96.53173,
Kepler-457 c,non-habitable,,20.36,2.35,20.05964,20.05965,20.05965,
Kepler-458 b,non-habitable,,19.26,4.59,0.7174643,0.7174643,0.7174644,
Kepler-458 c,non-habitable,,14.75,4.2,59.8363,59.8363,59.83632,
Kepler-459 b,non-habitable,,33.06,5.5,0.4033852,0.4033853,0.4033853,
Kepler-460 b,non-habitable,,52.15,6.38,1.659017,1.659017,1.659018,
Kepler-460 c,non-habitable,,33.25,5.51,4.187054,4.187055,4.187056,
Kepler-461 b,non-habitable,,3.24,2.58,117.6717,117.6717,117.6717,
Kepler-462 b,non-habitable,,10.59,3.76,48.09665,48.09666,48.09667,
Kepler-462 c,non-habitable,,22.2,4.82,10.13743,26.329,91.20624,
Kepler-463 b,non-habitable,,5.53,3.05,114.5904,114.5904,114.5904,
Kepler-464 b,non-habitable,,7.04,3.29,460.1493,460.1493,460.1494,
Kepler-465 b,non-habitable,,4.98,2.95,251.9667,251.9668,251.9668,
Kepler-466 b,non-habitable,,4.45,2.84,16.38981,16.38981,16.38981,
Kepler-466 c,non-habitable,,1.86,1.25,540.9921,540.9921,540.9924,
Kepler-467 b,non-habitable,,16.81,2.25,66.34797,66.34797,66.34798,
Kepler-468 b,non-habitable,,,13.33,12.82092,12.82092,12.82093,
Kepler-469 b,non-habitable,,,17.89,55.43056,55.43057,55.43058,
Kepler-470 b,non-habitable,,,14.43,137.4218,137.4218,137.4218,
Kepler-471 b,non-habitable,,,14.95,1393.755,1393.755,1393.756,
Kepler-472 b,non-habitable,,6.54,3.21,147.1932,147.1932,147.1932,
Kepler-473 b,non-habitable,,13.49,4.08,130.2963,130.2963,130.2964,
Kepler-474 b,non-habitable,,5.59,3.06,305.5044,305.5045,305.5045,
Kepler-475 b,non-habitable,,26.25,2.49,224.7086,224.7087,224.7087,
Kepler-476 b,non-habitable,,5.72,3.08,93.86175,93.86175,93.86176,
Kepler-477 b,non-habitable,,11.88,2.07,48.74936,48.74937,48.74937,
Kepler-478 b,non-habitable,,3.82,2.71,39.39157,39.39158,39.39159,
Kepler-479 b,non-habitable,,12.97,2.12,44.45404,44.45405,44.45405,
Kepler-480 b,non-habitable,,4.13,2.78,692.3414,692.3416,692.3416,
Kepler-481 b,non-habitable,,26.81,2.5,144.3141,144.3142,144.3142,
Kepler-482 b,non-habitable,,20.8,2.36,3.834709,3.834709,3.83471,
Kepler-483 b,non-habitable,,6.46,3.2,73.98299,73.983,73.98301,
Kepler-484 b,non-habitable,,17.55,2.27,86.7924,86.7924,86.79241,
Kepler-485 b,non-habitable,,,14.4,698.5981,698.5982,698.5983,
Kepler-486 b,non-habitable,,502.57,10.99,9.589778,9.589779,9.58978,
Kepler-487 b,non-habitable,,755.66,11.41,44.46371,44.46371,44.46372,
Kepler-487 c,non-habitable,,3.67,2.68,12.98928,12.98928,12.98928,
Kepler-488 b,non-habitable,,,15.78,741.3189,741.319,741.3192,
Kepler-489 b,non-habitable,,96.56,7.72,21.86545,21.86545,21.86545,
Kepler-490 b,non-habitable,,1160.45,11.64,768.7355,768.7357,768.7357,
Kepler-491 b,non-habitable,,164.34,8.92,344.2394,344.2394,344.2395,
Kepler-492 b,non-habitable,,224.37,9.59,70.88971,70.88972,70.88973,
Kepler-493 b,non-habitable,,,15.12,1815.933,1815.934,1815.934,
Kepler-494 b,non-habitable,,74.28,7.13,282.9514,282.9514,282.9514,
Kepler-495 b,non-habitable,,28.42,5.23,283.7631,283.7631,283.7632,
Kepler-496 b,non-habitable,,19.11,2.32,81.27052,81.27054,81.27055,
Kepler-497 b,non-habitable,,43.88,6.04,578.124,578.1241,578.1241,
Kepler-498 b,non-habitable,,5.4,3.02,116.5725,116.5725,116.5725,
Kepler-499 b,non-habitable,,14.46,2.17,140.7478,140.7479,140.7479,
Kepler-500 b,non-habitable,,3.24,2.58,161.295,161.295,161.2951,
Kepler-501 b,non-habitable,,15.83,4.3,300.7389,300.7389,300.739,
Kepler-502 b,non-habitable,,21.59,4.77,642.2388,642.2388,642.2389,
Kepler-503 b,non-habitable,,49.09,6.26,185.2339,185.2339,185.2339,
Kepler-504 b,non-habitable,,4.31,1.59,4.045191,4.045191,4.045192,
Kepler-505 b,non-habitable,,3.33,2.6,2.818079,2.818079,2.81808,
Kepler-506 b,non-habitable,,3.92,2.73,341.3134,341.3134,341.3134,
Kepler-507 b,non-habitable,,2.1,1.3,947.2878,947.2878,947.2881,
Kepler-508 b,non-habitable,,4.77,1.64,58.81875,58.81877,58.81878,
Kepler-509 b,non-habitable,,26.25,2.49,29.4923,29.49231,29.49231,
Kepler-510 b,non-habitable,,25.16,2.46,102.6485,102.6486,102.6486,
Kepler-511 b,non-habitable,,51.3,6.35,1.890751,1.890751,1.890751,
Kepler-512 b,non-habitable,,3.72,2.69,41.18015,41.18016,41.18017,
Kepler-513 b,non-habitable,,15.1,2.2,34.35313,34.35314,34.35314,
Kepler-514 b,non-habitable,,5.68,1.71,569.1599,569.16,569.1601,
Kepler-515 b,non-habitable,,3.14,1.46,25.10061,25.10061,25.10062,
Kepler-516 b,non-habitable,,37.51,5.73,242.7406,242.7406,242.7407,
Kepler-517 b,non-habitable,,3.62,2.67,10.18272,10.18272,10.18272,
Kepler-518 b,non-habitable,,12.69,2.11,124.9847,124.9847,124.9847,
Kepler-519 b,non-habitable,,12.42,2.09,17.62262,17.62262,17.62263,
Kepler-520 b,non-habitable,,5.02,1.66,68.65415,68.65417,68.65418,
Kepler-520 c,non-habitable,,1.07,1.06,403.6104,403.6104,403.6105,
Kepler-521 b,non-habitable,,6.33,3.18,110.8762,110.8762,110.8762,
Kepler-522 b,non-habitable,,66.64,6.9,88.2107,88.21071,88.21072,
Kepler-523 b,non-habitable,,9.51,1.96,160.168,160.168,160.168,
Kepler-524 b,non-habitable,,8.48,1.9,219.8413,219.8414,219.8414,
Kepler-524 c,non-habitable,,0.77,0.96,1499.878,1499.878,1499.878,
Kepler-525 b,non-habitable,,3.47,2.63,62.39915,62.39917,62.39918,
Kepler-526 b,non-habitable,,10.17,1.99,348.4107,348.4107,348.4108,
Kepler-527 b,non-habitable,,4.4,2.83,221.1882,221.1882,221.1883,
Kepler-528 b,non-habitable,,12.15,2.08,55.59299,55.593,55.593,
Kepler-529 b,non-habitable,,7.73,1.86,1607.112,1607.113,1607.113,
Kepler-529 c,non-habitable,,10.17,1.99,133.0043,133.0043,133.0043,
Kepler-530 b,non-habitable,,5.34,3.01,14.92997,14.92997,14.92997,
Kepler-531 b,non-habitable,,4.13,2.78,9.615297,9.615298,9.615299,
Kepler-532 b,non-habitable,,3.19,2.56,38.4486,38.4486,38.4486,
Kepler-533 b,non-habitable,,7.65,3.38,8.436252,8.436254,8.436255,
Kepler-534 b,non-habitable,,16.46,2.24,64.98985,64.98985,64.98986,
Kepler-535 b,non-habitable,,20.8,2.36,571.1627,571.1628,571.1629,
Kepler-536 b,non-habitable,,5.85,3.1,818.0805,818.0806,818.0806,
Kepler-537 b,non-habitable,,2.81,1.41,503.5829,503.5829,503.5829,
Kepler-538 b,non-habitable,,17.18,2.26,5.603653,5.603654,5.603655,
Kepler-539 b,non-habitable,,0.97,8.37,1.932744,4.05425,10.03279,
Kepler-539 c,non-habitable,2.4,2.4,1.35,0.1044352,0.2712397,0.9396011,
Kepler-540 b,non-habitable,,3.82,2.71,3.505995,3.505995,3.505995,
Kepler-541 b,non-habitable,,7.49,3.36,1309.126,1309.126,1309.127,
Kepler-542 b,non-habitable,,4.09,1.57,59.88676,59.88677,59.88678,
Kepler-543 b,non-habitable,,26.81,2.5,19.00745,19.00745,19.00745,
Kepler-544 b,non-habitable,,12.97,2.12,78.80303,78.80304,78.80305,
Kepler-545 b,non-habitable,,3.72,2.69,99.79844,99.79844,99.79845,
Kepler-546 b,non-habitable,,69.47,6.99,550.0815,550.0815,550.0817,
Kepler-547 b,non-habitable,,12.72,4,73.28011,73.28012,73.28014,
Kepler-548 b,non-habitable,,,11.98,255.1597,255.1597,255.1597,
Kepler-549 b,non-habitable,,3.19,2.56,9.881472,9.881474,9.881474,
Kepler-549 c,non-habitable,,4.86,2.92,2.596082,2.596082,2.596083,
Kepler-550 b,non-habitable,,17.1,4.41,80.65696,80.65697,80.65699,
Kepler-551 b,non-habitable,,3.92,2.73,14.61131,14.61132,14.61132,
Kepler-552 b,non-habitable,,12.19,3.94,320.7515,320.7515,320.7516,
Kepler-553 b,non-habitable,,19.68,4.63,214.6015,214.6015,214.6015,
Kepler-553 c,non-habitable,,594.75,11.19,0.607927,0.6079271,0.6079271,
Kepler-554 b,non-habitable,,15.71,4.29,777.5764,777.5764,777.5766,
Kepler-555 b,non-habitable,,4.34,2.82,73.06322,73.06322,73.06323,
Kepler-556 b,non-habitable,,16.46,2.24,91.74644,91.74646,91.74648,
Kepler-557 b,non-habitable,,3.62,2.67,695.3679,695.368,695.3682,
Kepler-558 b,non-habitable,,20.8,2.36,14.51647,14.51647,14.51647,
Kepler-559 b,non-habitable,,9.31,3.61,47.74168,47.74169,47.74169,
Kepler-560 b,non-habitable,,5.68,1.71,1.714869,1.714869,1.714869,
Kepler-561 b,non-habitable,,68.4,6.96,9.551429,9.551429,9.551431,
Kepler-561 c,non-habitable,,3.67,2.68,231.0751,231.0751,231.0752,
Kepler-562 b,non-habitable,,28.06,5.21,40.7709,40.7709,40.77092,
Kepler-563 b,non-habitable,,5.79,3.09,17.03692,17.03692,17.03693,
Kepler-564 b,non-habitable,,19.68,4.63,352.8521,352.8521,352.8522,
Kepler-565 b,non-habitable,,9.57,3.64,337.5215,337.5216,337.5216,
Kepler-566 b,non-habitable,,13.85,2.15,23.60026,23.60026,23.60027,
Kepler-567 b,non-habitable,,16.81,2.25,27.3742,27.3742,27.3742,
Kepler-568 b,non-habitable,,17.18,2.26,8.057486,8.057486,8.057487,
Kepler-569 b,non-habitable,,6.19,3.16,18.8025,18.8025,18.80251,
Kepler-570 b,non-habitable,,24.64,2.45,259.8397,259.8397,259.8398,
Kepler-571 b,non-habitable,,3.52,2.64,229.706,229.706,229.706,
Kepler-572 b,non-habitable,,3.24,2.58,27.51332,27.51332,27.51332,
Kepler-573 b,non-habitable,,4.18,2.79,42.92813,42.92813,42.92814,
Kepler-574 b,non-habitable,,21.7,2.39,131.9452,131.9453,131.9453,
Kepler-575 b,non-habitable,,21.7,2.39,116.0052,116.0052,116.0052,
Kepler-576 b,non-habitable,,6.9,3.27,24.74498,24.74498,24.74499,
Kepler-577 b,non-habitable,,3.1,2.54,11.9936,11.9936,11.9936,
Kepler-578 b,non-habitable,,10.17,1.99,755.6506,755.6508,755.6509,
Kepler-579 b,non-habitable,,10.17,1.99,106.5099,106.51,106.51,
Kepler-580 b,non-habitable,,3.19,2.56,25.77787,25.77787,25.77787,
Kepler-581 b,non-habitable,,3.47,2.63,18.63696,18.63696,18.63696,
Kepler-582 b,non-habitable,,9.85,3.67,39.91998,39.91999,39.91999,
Kepler-583 b,non-habitable,,17.55,2.27,154.8073,154.8074,154.8074,
Kepler-584 b,non-habitable,,14.86,4.21,41.46457,41.46457,41.46458,
Kepler-585 b,non-habitable,,4.34,2.82,528.3983,528.3984,528.3985,
Kepler-586 b,non-habitable,,4.18,2.79,740.311,740.3111,740.3112,
Kepler-587 b,non-habitable,,16.11,2.23,76.60901,76.60902,76.60903,
Kepler-588 b,non-habitable,,3.47,2.63,395.5309,395.5309,395.531,
Kepler-589 b,non-habitable,,17.55,2.27,32.7928,32.79281,32.79281,
Kepler-590 b,non-habitable,,12.94,4.02,357.3622,357.3623,357.3623,
Kepler-591 b,non-habitable,,7.65,3.38,6.245456,6.245457,6.245458,
Kepler-592 b,non-habitable,,21.7,2.39,757.6031,757.6033,757.6034,
Kepler-593 b,non-habitable,,4.57,2.87,58.14111,58.14112,58.14113,
Kepler-594 b,non-habitable,,14.46,2.17,52.4292,52.4292,52.42921,
Kepler-595 b,non-habitable,,10.98,3.81,18.07579,18.0758,18.0758,
Kepler-596 b,non-habitable,,8.21,3.46,93.94809,93.94811,93.94813,
Kepler-597 b,non-habitable,,20.8,2.36,73.47449,73.4745,73.47452,
Kepler-598 b,non-habitable,,3.49,1.5,263.4558,263.4558,263.4558,
Kepler-599 b,non-habitable,,4.4,2.83,29.21676,29.21676,29.21677,
Kepler-600 b,non-habitable,,4.74,2.9,19.73044,19.73045,19.73045,
Kepler-601 b,non-habitable,,8.48,1.9,122.6092,122.6092,122.6093,
Kepler-602 b,non-habitable,,12.15,2.08,101.2045,101.2045,101.2045,
Kepler-603 b,non-habitable,,3.52,2.64,46.48408,46.48409,46.4841,
Kepler-603 c,non-habitable,,55.06,6.5,4.193185,4.193185,4.193186,
Kepler-603 d,non-habitable,,2.23,1.32,236.3846,236.3846,236.3847,
Kepler-604 b,non-habitable,,3.28,2.59,38.626,38.62601,38.62601,
Kepler-605 b,non-habitable,,2.97,1.43,338.6262,338.6262,338.6263,
Kepler-605 c,non-habitable,,0.53,0.86,547.7594,547.7595,547.7596,
Kepler-606 b,non-habitable,,7.12,3.3,65.75959,65.75961,65.75962,
Kepler-607 b,non-habitable,,0.56,0.87,2235.109,2235.11,2235.11,
Kepler-608 b,non-habitable,,9.57,3.64,230.2329,230.2329,230.233,
Kepler-609 b,non-habitable,,7.42,3.35,300.0176,300.0176,300.0177,
Kepler-610 b,non-habitable,,14.63,4.19,261.7654,261.7654,261.7655,
Kepler-610 c,non-habitable,,7.04,3.29,4.323636,4.323637,4.323637,
Kepler-611 b,non-habitable,,4.89,1.65,797.6432,797.6434,797.6436,
Kepler-612 b,non-habitable,,4.4,2.83,398.6279,398.6279,398.628,
Kepler-613 b,non-habitable,,17.93,2.28,59.33199,59.33199,59.332,
Kepler-614 b,non-habitable,,21.7,2.39,38.98206,38.98206,38.98207,
Kepler-615 b,non-habitable,,5.96,1.74,28.62759,28.6276,28.6276,
Kepler-616 b,non-habitable,,23.62,2.43,113.6699,113.6699,113.67,
Kepler-616 c,non-habitable,,7.81,3.4,6.033143,6.033143,6.033143,
Kepler-617 b,non-habitable,,2.23,1.32,80.24117,80.24118,80.24118,
Kepler-618 b,non-habitable,,3.33,2.6,566.4044,566.4045,566.4045,
Kepler-619 b,non-habitable,,6.19,3.16,367.61,367.6101,367.6101,
Kepler-619 c,non-habitable,,5.4,1.69,2708.475,2708.476,2708.476,
Kepler-620 b,non-habitable,,7.19,3.32,150.5338,150.5338,150.5339,
Kepler-621 b,non-habitable,,18.31,2.3,155.3863,155.3863,155.3863,
Kepler-622 b,non-habitable,,13.26,2.13,10.55419,10.55419,10.55419,
Kepler-623 b,non-habitable,,5.34,3.01,86.26883,86.26883,86.26884,
Kepler-624 b,non-habitable,,18.71,2.31,120.2982,120.2982,120.2982,
Kepler-625 b,non-habitable,,10.17,1.99,154.0254,154.0254,154.0255,
Kepler-625 c,non-habitable,,1.03,1.05,352.5882,352.5882,352.5882,
Kepler-626 b,non-habitable,,17.93,2.28,82.99355,82.99355,82.99358,
Kepler-627 b,non-habitable,,10.31,3.73,53.13554,53.13556,53.13557,
Kepler-628 b,non-habitable,,129.99,8.39,106.8166,106.8166,106.8166,
Kepler-629 b,non-habitable,,2.58,1.38,108.87,108.87,108.87,
Kepler-630 b,non-habitable,,6.33,3.18,3.284293,3.284293,3.284294,
Kepler-631 b,non-habitable,,4.74,2.9,111.5849,111.5849,111.5849,
Kepler-632 b,non-habitable,,15.43,2.21,14.50827,14.50827,14.50827,
Kepler-633 b,non-habitable,,4.65,1.62,213.3975,213.3975,213.3975,
Kepler-634 b,non-habitable,,8.29,1.89,538.3641,538.3642,538.3643,
Kepler-635 b,non-habitable,,3.52,2.64,95.64742,95.64744,95.64745,
Kepler-636 b,non-habitable,,17.49,4.45,30.17969,30.1797,30.1797,
Kepler-637 b,non-habitable,,21.29,4.75,230.4117,230.4117,230.4118,
Kepler-638 b,non-habitable,,7.21,1.83,166.8953,166.8953,166.8953,
Kepler-639 b,non-habitable,,21.25,2.37,194.8666,194.8666,194.8666,
Kepler-640 b,non-habitable,,3.15,2.55,33.57143,33.57143,33.57143,
Kepler-641 b,non-habitable,,7.56,1.85,156.586,156.586,156.586,
Kepler-642 b,non-habitable,,4.74,2.9,1326.477,1326.477,1326.477,
Kepler-643 b,non-habitable,,297.6,10.15,208.2858,208.2858,208.2859,
Kepler-644 b,non-habitable,,6.12,3.15,2614.683,2614.683,2614.684,
Kepler-645 b,non-habitable,,12.42,2.09,942.1123,942.1124,942.1125,
Kepler-646 b,non-habitable,,10.17,1.99,51.44343,51.44344,51.44345,
Kepler-647 b,non-habitable,,1.45,1.16,84.1143,84.11431,84.11432,
Kepler-648 b,non-habitable,,6.54,3.21,52.40549,52.4055,52.40551,
Kepler-649 b,non-habitable,,17.18,2.26,27.04531,27.04532,27.04532,
Kepler-650 b,non-habitable,,5.04,2.96,1082.054,1082.054,1082.054,
Kepler-651 b,non-habitable,,20.8,2.36,29.37321,29.37321,29.37322,
Kepler-652 b,non-habitable,,26.25,2.49,249.7076,249.7077,249.7077,
Kepler-653 b,non-habitable,,9.29,1.95,93.60796,93.60796,93.60797,
Kepler-653 c,non-habitable,,0.39,0.78,3879.704,3879.705,3879.706,
Kepler-654 b,non-habitable,,11.88,2.07,101.2896,101.2896,101.2896,
Kepler-655 b,non-habitable,,3.82,2.71,28.52899,28.529,28.529,
Kepler-656 b,non-habitable,,5.92,3.11,995.5985,995.5987,995.5989,
Kepler-657 b,non-habitable,,8.62,3.52,37.887,37.88701,37.88701,
Kepler-658 b,non-habitable,,4.65,1.62,232.3877,232.3877,232.3877,
Kepler-659 b,non-habitable,,26.81,2.5,18.35091,18.35091,18.35092,
Kepler-660 b,non-habitable,,3.19,2.56,38.31463,38.31463,38.31464,
Kepler-661 b,non-habitable,,5.66,3.07,49.11422,49.11423,49.11423,
Kepler-662 b,non-habitable,,14.46,2.17,14.288,14.28801,14.28801,
Kepler-663 b,non-habitable,,3.33,2.6,156.6182,156.6182,156.6183,
Kepler-664 b,non-habitable,,3.57,2.65,771.9426,771.9427,771.9429,
Kepler-665 b,non-habitable,,3.33,2.6,21.67716,21.67717,21.67717,
