P. Name,P. Composition Class,P. Habitable Class,P. Min Mass (EU),P. Mass (EU),P. Radius (EU)
Kepler-670 b,,non-habitable,,,13.17
Kepler-671 b,gas,non-habitable,,3.72,2.69
Kepler-672 b,rocky-iron,non-habitable,,26.81,2.5
Kepler-673 b,gas,non-habitable,,55.96,6.53
Kepler-674 b,rocky-iron,non-habitable,,5.4,1.69
Kepler-675 b,rocky-iron,non-habitable,,24.12,2.44
Kepler-676 b,gas,non-habitable,,5.46,3.04
Kepler-677 b,gas,non-habitable,,30.87,5.38
Kepler-678 b,gas,non-habitable,,26.99,5.14
Kepler-679 b,gas,non-habitable,,5.34,3.01
Kepler-680 b,rocky-iron,non-habitable,,23.12,2.42
Kepler-681 b,gas,non-habitable,,5.72,3.08
Kepler-682 b,gas,non-habitable,,82.66,7.37
Kepler-683 b,rocky-iron,non-habitable,,9.72,1.97
Kepler-684 b,gas,non-habitable,,7.49,3.36
Kepler-685 b,gas,non-habitable,,379.23,10.57
Kepler-686 b,,non-habitable,,,12.14
Kepler-687 b,gas,non-habitable,,8.62,3.52
Kepler-688 b,gas,non-habitable,,243.48,9.76
Kepler-689 b,gas,non-habitable,,4.68,2.89
Kepler-690 b,gas,non-habitable,,41.91,5.95
Kepler-691 b,rocky-iron,non-habitable,,12.15,2.08
Kepler-692 b,gas,non-habitable,,5.85,3.1
Kepler-693 b,gas,non-habitable,,301.2,10.17
Kepler-694 b,gas,non-habitable,,4.24,2.8
Kepler-695 b,gas,non-habitable,,187.63,9.21
Kepler-696 b,gas,non-habitable,,46.17,6.14
Kepler-697 b,gas,non-habitable,,13.94,4.12
Kepler-698 b,gas,non-habitable,,9.85,3.67
Kepler-699 b,,non-habitable,,,14.1
Kepler-700 b,gas,non-habitable,,42.64,5.98
Kepler-701 b,gas,non-habitable,,4.4,2.83
Kepler-702 b,gas,non-habitable,,183.81,9.16
Kepler-703 b,gas,non-habitable,,119.5,8.2
Kepler-704 b,gas,non-habitable,,3.38,2.61
Kepler-705 b,rocky-iron,mesoplanet,,12.69,2.11
Kepler-706 b,,non-habitable,,,13.16
Kepler-707 b,rocky-iron,non-habitable,,2.3,1.33
Kepler-708 b,gas,non-habitable,,4.86,2.92
Kepler-709 b,gas,non-habitable,,4.86,2.92
Kepler-710 b,rocky-iron,non-habitable,,8.1,1.88
Kepler-711 b,gas,non-habitable,,7.81,3.4
Kepler-712 b,gas,non-habitable,,7.81,3.4
Kepler-712 c,gas,non-habitable,,22.67,4.85
Kepler-713 b,rocky-iron,non-habitable,,25.7,2.48
Kepler-714 b,gas,non-habitable,,233.03,9.67
Kepler-715 b,gas,non-habitable,,10.5,3.75
Kepler-716 b,gas,non-habitable,,4.74,2.9
Kepler-717 b,rocky-iron,non-habitable,,23.12,2.42
Kepler-718 b,,non-habitable,,,16.54
Kepler-719 b,gas,non-habitable,,137.27,8.51
Kepler-720 b,gas,non-habitable,,130.63,8.4
Kepler-721 b,gas,non-habitable,,3.52,2.64
Kepler-722 b,gas,non-habitable,,3.47,2.63
Kepler-722 c,gas,non-habitable,,4.34,2.82
Kepler-723 b,,non-habitable,,,12.19
Kepler-724 b,gas,non-habitable,,7.04,3.29
Kepler-725 b,gas,non-habitable,,389.88,10.62
Kepler-726 b,gas,non-habitable,,6.82,3.26
Kepler-727 b,gas,non-habitable,,3.06,2.53
Kepler-728 b,gas,non-habitable,,7.34,3.34
Kepler-729 b,gas,non-habitable,,9.05,3.57
Kepler-730 b,gas,non-habitable,,187.63,9.21
Kepler-731 b,,non-habitable,,,13.87
Kepler-732 b,rocky-iron,non-habitable,,14.46,2.17
Kepler-732 c,rocky-iron,non-habitable,,1.92,1.27
Kepler-733 b,gas,non-habitable,,4.34,2.82
Kepler-734 b,gas,non-habitable,,8.96,3.56
Kepler-735 b,gas,non-habitable,,4.98,2.95
Kepler-736 b,gas,non-habitable,,4.86,2.92
Kepler-737 b,rocky-iron,non-habitable,,9.51,1.96
Kepler-738 b,rocky-iron,non-habitable,,26.81,2.5
Kepler-739 b,gas,non-habitable,,7.19,3.32
Kepler-740 b,gas,non-habitable,,18.98,4.57
Kepler-741 b,gas,non-habitable,,5.1,2.97
Kepler-742 b,gas,non-habitable,,6.68,3.24
Kepler-743 b,rocky-iron,non-habitable,,1.65,1.21
Kepler-744 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-745 b,rocky-iron,non-habitable,,14.15,2.16
Kepler-746 b,rocky-iron,non-habitable,,1.23,1.11
Kepler-747 b,gas,non-habitable,,28.98,5.26
Kepler-748 b,gas,non-habitable,,3.02,2.52
Kepler-749 b,gas,non-habitable,,5.85,3.1
Kepler-750 b,gas,non-habitable,,5.66,3.07
Kepler-750 c,rocky-iron,non-habitable,,4.65,1.62
Kepler-751 b,rocky-iron,non-habitable,,24.64,2.45
Kepler-752 b,gas,non-habitable,,4.29,2.81
Kepler-753 b,rocky-iron,non-habitable,,8.48,1.9
Kepler-754 b,rocky-iron,non-habitable,,10.4,2
Kepler-755 b,rocky-iron,non-habitable,,6.25,1.76
Kepler-755 c,rocky-iron,non-habitable,,1.86,1.25
Kepler-756 b,rocky-iron,non-habitable,,1.27,1.12
Kepler-757 b,rocky-iron,non-habitable,,2.44,1.36
Kepler-758 b,rocky-iron,non-habitable,,25.7,2.48
Kepler-758 c,rocky-iron,non-habitable,,5.4,1.69
Kepler-758 d,rocky-iron,non-habitable,,12.97,2.12
Kepler-758 e,rocky-iron,non-habitable,,3.69,1.52
Kepler-759 b,rocky-iron,non-habitable,,17.55,2.27
Kepler-760 b,gas,non-habitable,,5.59,3.06
Kepler-760 c,rocky-iron,non-habitable,,3.31,1.48
Kepler-761 b,rocky-iron,non-habitable,,10.88,2.03
Kepler-762 b,,non-habitable,,,12.67
Kepler-763 b,rocky-iron,non-habitable,,1.7,1.22
Kepler-764 b,rocky-iron,non-habitable,,4.77,1.64
Kepler-765 b,rocky-iron,non-habitable,,23.62,2.43
Kepler-766 b,gas,non-habitable,,7.65,3.38
Kepler-767 b,gas,non-habitable,,58.73,6.63
Kepler-768 b,rocky-iron,non-habitable,,6.72,1.79
Kepler-769 b,gas,non-habitable,,4.86,2.92
Kepler-769 c,rocky-iron,non-habitable,,6.72,1.79
Kepler-770 b,rocky-iron,non-habitable,,18.31,2.3
Kepler-770 c,rocky-iron,non-habitable,,1.59,1.2
Kepler-770 d,rocky-iron,non-habitable,,2.73,1.4
Kepler-771 b,rocky-iron,non-habitable,,7.04,1.81
Kepler-772 b,rocky-iron,non-habitable,,7.04,1.81
Kepler-773 b,rocky-iron,non-habitable,,2.97,1.43
Kepler-774 b,gas,non-habitable,,6.26,3.17
Kepler-775 b,rocky-iron,non-habitable,,1.54,1.19
Kepler-776 b,rocky-iron,non-habitable,,1.98,1.28
Kepler-777 b,rocky-iron,non-habitable,,3.22,1.47
Kepler-778 b,rocky-iron,non-habitable,,5.27,1.68
Kepler-779 b,rocky-iron,non-habitable,,0.66,0.92
Kepler-780 b,rocky-iron,non-habitable,,0.58,0.88
Kepler-781 b,gas,non-habitable,,4.68,2.89
Kepler-782 b,gas,non-habitable,,6.46,3.2
Kepler-783 b,rocky-iron,non-habitable,,0.39,0.78
Kepler-784 b,rocky-iron,non-habitable,,4.2,1.58
Kepler-785 b,,non-habitable,,,13.01
Kepler-786 b,rocky-iron,non-habitable,,23.62,2.43
Kepler-787 b,rocky-iron,non-habitable,,1.98,1.28
Kepler-788 b,gas,non-habitable,,3.1,2.54
Kepler-789 b,rocky-iron,non-habitable,,12.97,2.12
Kepler-790 b,rocky-iron,non-habitable,,14.46,2.17
Kepler-791 b,gas,non-habitable,,5.53,3.05
Kepler-792 b,rocky-iron,non-habitable,,9.51,1.96
Kepler-793 b,rocky-iron,non-habitable,,2.51,1.37
Kepler-794 b,rocky-iron,non-habitable,,12.69,2.11
Kepler-795 b,rocky-iron,non-habitable,,5.27,1.68
Kepler-796 b,rocky-iron,non-habitable,,2.1,1.3
Kepler-797 b,rocky-iron,non-habitable,,14.46,2.17
Kepler-798 b,rocky-iron,non-habitable,,21.7,2.39
Kepler-799 b,gas,non-habitable,,65.95,6.88
Kepler-800 b,gas,non-habitable,,4.45,2.84
Kepler-801 b,rocky-iron,non-habitable,,10.17,1.99
Kepler-802 b,gas,non-habitable,,8.79,3.54
Kepler-803 b,gas,non-habitable,,10.78,3.79
Kepler-804 b,rocky-iron,non-habitable,,9.09,1.94
Kepler-804 c,rocky-iron,non-habitable,,1.35,1.14
Kepler-805 b,gas,non-habitable,,4.68,2.89
Kepler-806 b,rocky-iron,non-habitable,,1.35,1.14
Kepler-807 b,gas,non-habitable,,345.47,10.42
Kepler-808 b,rocky-iron,non-habitable,,3.14,1.46
Kepler-809 b,gas,non-habitable,,5.34,3.01
Kepler-810 b,rocky-iron,non-habitable,,8.88,1.93
Kepler-811 b,gas,non-habitable,,3.77,2.7
Kepler-812 b,gas,non-habitable,,8.87,3.55
Kepler-813 b,rocky-iron,non-habitable,,13.55,2.14
Kepler-814 b,rocky-iron,non-habitable,,12.97,2.12
Kepler-815 b,gas,non-habitable,,13.82,4.11
Kepler-816 b,gas,non-habitable,,312.37,10.24
Kepler-817 b,gas,non-habitable,,172.88,9.03
Kepler-818 b,gas,non-habitable,,26.46,5.11
Kepler-819 b,gas,non-habitable,,4.02,2.76
Kepler-820 b,gas,non-habitable,,44.88,6.08
Kepler-821 b,rocky-iron,non-habitable,,2.17,1.31
Kepler-822 b,rocky-iron,non-habitable,,6.4,1.77
Kepler-823 b,rocky-iron,non-habitable,,4.09,1.57
Kepler-824 b,rocky-iron,non-habitable,,7.92,1.87
Kepler-825 b,rocky-iron,non-habitable,,3.69,1.52
Kepler-825 c,rocky-iron,non-habitable,,7.38,1.84
Kepler-826 b,rocky-iron,non-habitable,,1.86,1.25
Kepler-827 b,gas,non-habitable,,35.33,5.62
Kepler-828 b,rocky-iron,non-habitable,,3.59,1.51
Kepler-829 b,rocky-iron,non-habitable,,12.69,2.11
Kepler-830 b,rocky-iron,non-habitable,,5.54,1.7
Kepler-831 b,rocky-iron,non-habitable,,1.92,1.27
Kepler-832 b,rocky-iron,non-habitable,,11.62,2.06
Kepler-833 b,rocky-iron,non-habitable,,10.64,2.02
Kepler-834 b,rocky-iron,non-habitable,,10.64,2.02
Kepler-835 b,gas,non-habitable,,4.18,2.79
Kepler-836 b,gas,non-habitable,,3.92,2.73
Kepler-837 b,gas,non-habitable,,3.15,2.55
Kepler-838 b,gas,non-habitable,,3.92,2.73
Kepler-839 b,gas,non-habitable,,3.19,2.56
Kepler-840 b,,non-habitable,,,17.06
Kepler-841 b,gas,non-habitable,,28.42,5.23
Kepler-842 b,rocky-iron,non-habitable,,4.42,1.6
Kepler-843 b,gas,non-habitable,,3.28,2.59
Kepler-844 b,rocky-iron,non-habitable,,5.27,1.68
Kepler-845 b,rocky-iron,non-habitable,,11.12,2.04
Kepler-846 b,rocky-iron,non-habitable,,25.7,2.48
Kepler-847 b,rocky-iron,non-habitable,,1.49,1.18
Kepler-848 b,rocky-iron,non-habitable,,5.54,1.7
Kepler-849 b,gas,non-habitable,,74.28,7.13
Kepler-850 b,rocky-iron,non-habitable,,6.56,1.78
Kepler-851 b,rocky-iron,non-habitable,,5.27,1.68
Kepler-852 b,gas,non-habitable,,3.1,2.54
Kepler-853 b,rocky-iron,non-habitable,,5.4,1.69
Kepler-854 b,,non-habitable,,,16.71
Kepler-855 b,gas,non-habitable,,127.44,8.34
Kepler-856 b,gas,non-habitable,,195.56,9.3
Kepler-857 b,gas,non-habitable,,63.58,6.8
Kepler-858 b,gas,non-habitable,,22.83,4.86
Kepler-859 b,gas,non-habitable,,5.79,3.09
Kepler-860 b,gas,non-habitable,,6.68,3.24
Kepler-861 b,rocky-iron,non-habitable,,17.55,2.27
Kepler-862 b,rocky-iron,non-habitable,,15.43,2.21
Kepler-863 b,gas,non-habitable,,4.74,2.9
Kepler-864 b,rocky-iron,non-habitable,,22.16,2.4
Kepler-865 b,rocky-iron,non-habitable,,26.25,2.49
Kepler-866 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-867 b,gas,non-habitable,,19.83,4.64
Kepler-868 b,rocky-iron,non-habitable,,11.37,2.05
Kepler-869 b,gas,non-habitable,,9.31,3.61
Kepler-870 b,gas,non-habitable,,4.13,2.78
Kepler-871 b,gas,non-habitable,,10.4,3.74
Kepler-872 b,rocky-iron,non-habitable,,10.17,1.99
Kepler-873 b,gas,non-habitable,,10.5,3.75
Kepler-874 b,gas,non-habitable,,12.19,3.94
Kepler-875 b,gas,non-habitable,,4.74,2.9
Kepler-876 b,rocky-iron,non-habitable,,2.97,1.43
Kepler-877 b,rocky-iron,non-habitable,,12.97,2.12
Kepler-878 b,rocky-iron,non-habitable,,8.88,1.93
Kepler-879 b,gas,non-habitable,,3.19,2.56
Kepler-880 b,gas,non-habitable,,3.57,2.65
Kepler-881 b,rocky-iron,non-habitable,,6.56,1.78
Kepler-882 b,rocky-iron,non-habitable,,1.75,1.23
Kepler-883 b,rocky-iron,non-habitable,,6.56,1.78
Kepler-884 b,rocky-iron,non-habitable,,1.75,1.23
Kepler-885 b,rocky-iron,non-habitable,,26.81,2.5
Kepler-886 b,rocky-iron,non-habitable,,3.69,1.52
Kepler-887 b,rocky-iron,non-habitable,,7.38,1.84
Kepler-887 c,rocky-iron,non-habitable,,1.31,1.13
Kepler-888 b,rocky-iron,non-habitable,,6.25,1.76
Kepler-889 b,rocky-iron,non-habitable,,1.14,1.09
Kepler-890 b,gas,non-habitable,,161.87,8.88
Kepler-891 b,gas,non-habitable,,52.72,6.41
Kepler-892 b,gas,non-habitable,,4.29,2.81
Kepler-893 b,gas,non-habitable,,5.4,3.02
Kepler-894 b,gas,non-habitable,,4.13,2.78
Kepler-895 b,rocky-iron,non-habitable,,3.78,1.53
Kepler-896 b,gas,non-habitable,,3.06,2.53
Kepler-897 b,rocky-iron,non-habitable,,21.7,2.39
Kepler-898 b,rocky-iron,non-habitable,,3.4,1.49
Kepler-899 b,gas,non-habitable,,3.67,2.68
Kepler-900 b,rocky-iron,non-habitable,,12.15,2.08
Kepler-901 b,rocky-iron,non-habitable,,2.51,1.37
Kepler-902 b,gas,non-habitable,,3.1,2.54
Kepler-903 b,rocky-iron,non-habitable,,10.4,2
Kepler-903 c,gas,non-habitable,,3.06,2.53
Kepler-904 b,rocky-iron,non-habitable,,6.4,1.77
Kepler-905 b,rocky-iron,non-habitable,,2.81,1.41
Kepler-906 b,rocky-iron,non-habitable,,12.69,2.11
Kepler-907 b,rocky-iron,non-habitable,,1.59,1.2
Kepler-908 b,rocky-iron,non-habitable,,1.7,1.22
Kepler-909 b,rocky-iron,non-habitable,,3.22,1.47
Kepler-910 b,rocky-iron,non-habitable,,0.45,0.82
Kepler-911 b,gas,non-habitable,,3.33,2.6
Kepler-912 b,gas,non-habitable,,4.24,2.8
Kepler-913 b,rocky-iron,non-habitable,,11.62,2.06
Kepler-914 b,rocky-iron,non-habitable,,2.58,1.38
Kepler-915 b,rocky-iron,non-habitable,,3.49,1.5
Kepler-916 b,rocky-iron,non-habitable,,6.25,1.76
Kepler-917 b,rocky-iron,non-habitable,,8.48,1.9
Kepler-918 b,rocky-iron,non-habitable,,5.96,1.74
Kepler-919 b,rocky-iron,non-habitable,,16.81,2.25
Kepler-920 b,rocky-iron,non-habitable,,23.12,2.42
Kepler-920 c,gas,non-habitable,,10.88,3.8
Kepler-921 b,gas,non-habitable,,4.57,2.87
Kepler-922 b,rocky-iron,non-habitable,,2.89,1.42
Kepler-923 b,rocky-iron,non-habitable,,2.58,1.38
Kepler-924 b,gas,non-habitable,,5.66,3.07
Kepler-925 b,rocky-iron,non-habitable,,19.94,2.34
Kepler-926 b,rocky-iron,non-habitable,,18.71,2.31
Kepler-927 b,rocky-iron,non-habitable,,5.68,1.71
Kepler-928 b,rocky-iron,non-habitable,,4.31,1.59
Kepler-929 b,rocky-iron,non-habitable,,1.23,1.11
Kepler-930 b,rocky-iron,non-habitable,,13.26,2.13
Kepler-931 b,rocky-iron,non-habitable,,2.3,1.33
Kepler-932 b,rocky-iron,non-habitable,,2.51,1.37
Kepler-933 b,rocky-iron,non-habitable,,24.64,2.45
Kepler-934 b,rocky-iron,non-habitable,,12.15,2.08
Kepler-935 b,rocky-iron,non-habitable,,2.37,1.34
Kepler-936 b,rocky-iron,non-habitable,,3.05,1.44
Kepler-937 b,gas,non-habitable,,10.21,3.72
Kepler-937 c,gas,non-habitable,,3.62,2.67
Kepler-938 b,rocky-iron,non-habitable,,15.76,2.22
Kepler-939 b,rocky-iron,non-habitable,,6.1,1.75
Kepler-940 b,gas,non-habitable,,7.34,3.34
Kepler-941 b,gas,non-habitable,,5.72,3.08
Kepler-942 b,rocky-iron,non-habitable,,13.26,2.13
Kepler-943 b,gas,non-habitable,,41.43,5.92
Kepler-944 b,gas,non-habitable,,3.47,2.63
Kepler-945 b,gas,non-habitable,,3.47,2.63
Kepler-946 b,rocky-iron,non-habitable,,8.88,1.93
Kepler-947 b,rocky-iron,non-habitable,,17.55,2.27
Kepler-948 b,rocky-iron,non-habitable,,7.56,1.85
Kepler-949 b,gas,non-habitable,,4.8,2.91
Kepler-950 b,gas,non-habitable,,168.55,8.97
Kepler-951 b,gas,non-habitable,,34.7,5.59
Kepler-952 b,gas,non-habitable,,93.25,7.64
Kepler-953 b,gas,non-habitable,,14.86,4.21
Kepler-953 c,rocky-iron,non-habitable,,1.54,1.19
Kepler-954 b,rocky-iron,non-habitable,,19.11,2.32
Kepler-955 b,gas,non-habitable,,5.99,3.12
Kepler-956 b,gas,non-habitable,,5.28,3
Kepler-957 b,gas,non-habitable,,33.05,5.5
Kepler-958 b,rocky-iron,non-habitable,,11.62,2.06
Kepler-959 b,gas,non-habitable,,16.71,4.38
Kepler-960 b,rocky-iron,non-habitable,,17.93,2.28
Kepler-961 b,gas,non-habitable,,3.1,2.54
Kepler-962 b,rocky-iron,non-habitable,,9.72,1.97
Kepler-963 b,gas,non-habitable,,3.57,2.65
Kepler-964 b,rocky-iron,non-habitable,,12.97,2.12
Kepler-965 b,gas,non-habitable,,7.65,3.38
Kepler-966 b,gas,non-habitable,,13.94,4.12
Kepler-967 b,rocky-iron,non-habitable,,20.36,2.35
Kepler-967 c,gas,non-habitable,,9.66,3.65
Kepler-968 b,rocky-iron,non-habitable,,10.17,1.99
Kepler-968 c,rocky-iron,non-habitable,,5.4,1.69
Kepler-969 b,rocky-iron,non-habitable,,11.88,2.07
Kepler-969 c,rocky-iron,non-habitable,,0.83,0.99
Kepler-970 b,gas,non-habitable,,4.08,2.77
Kepler-971 b,rocky-iron,non-habitable,,13.26,2.13
Kepler-972 b,gas,non-habitable,,19.97,4.65
Kepler-973 b,rocky-iron,non-habitable,,9.51,1.96
Kepler-974 b,rocky-iron,non-habitable,,4.09,1.57
Kepler-975 b,rocky-iron,non-habitable,,3.31,1.48
Kepler-976 b,gas,non-habitable,,12.3,3.95
Kepler-977 b,gas,non-habitable,,3.42,2.62
Kepler-978 b,gas,non-habitable,,5.22,2.99
Kepler-979 b,gas,non-habitable,,3.87,2.72
Kepler-980 b,gas,non-habitable,,3.62,2.67
Kepler-981 b,rocky-iron,non-habitable,,18.71,2.31
Kepler-982 b,rocky-iron,non-habitable,,16.81,2.25
Kepler-983 b,rocky-iron,non-habitable,,20.8,2.36
Kepler-984 b,rocky-iron,non-habitable,,12.97,2.12
Kepler-985 b,gas,non-habitable,,5.16,2.98
Kepler-986 b,rocky-iron,non-habitable,,20.8,2.36
Kepler-987 b,gas,non-habitable,,6.82,3.26
Kepler-988 b,rocky-iron,non-habitable,,11.88,2.07
Kepler-989 b,rocky-iron,non-habitable,,15.43,2.21
Kepler-990 b,gas,non-habitable,,3.33,2.6
Kepler-990 c,rocky-iron,non-habitable,,3.69,1.52
Kepler-991 b,gas,non-habitable,,3.1,2.54
Kepler-992 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-993 b,gas,non-habitable,,5.1,2.97
Kepler-994 b,rocky-iron,non-habitable,,4.42,1.6
Kepler-995 b,gas,non-habitable,,3.77,2.7
Kepler-996 b,rocky-iron,non-habitable,,9.95,1.98
Kepler-997 b,rocky-iron,non-habitable,,2.44,1.36
Kepler-998 b,rocky-iron,non-habitable,,19.11,2.32
Kepler-999 b,rocky-iron,non-habitable,,19.94,2.34
Kepler-1000 b,gas,non-habitable,,21.44,4.76
Kepler-1001 b,gas,non-habitable,,6.12,3.15
Kepler-1002 b,rocky-iron,non-habitable,,5.68,1.71
Kepler-1003 b,rocky-iron,non-habitable,,6.56,1.78
Kepler-1004 b,gas,non-habitable,,49.36,6.27
Kepler-1005 b,rocky-iron,non-habitable,,3.49,1.5
Kepler-1006 b,rocky-iron,non-habitable,,3.78,1.53
Kepler-1007 b,rocky-iron,non-habitable,,2.97,1.43
Kepler-1008 b,rocky-iron,non-habitable,,1.98,1.28
Kepler-1009 b,rocky-iron,non-habitable,,14.46,2.17
Kepler-1010 b,rocky-iron,non-habitable,,19.11,2.32
Kepler-1011 b,gas,non-habitable,,4.57,2.87
Kepler-1012 b,rocky-iron,non-habitable,,2.04,1.29
Kepler-1013 b,rocky-iron,non-habitable,,13.85,2.15
Kepler-1014 b,rocky-iron,non-habitable,,21.7,2.39
Kepler-1015 b,gas,non-habitable,,8.87,3.55
Kepler-1016 b,rocky-iron,non-habitable,,14.46,2.17
Kepler-1016 c,gas,non-habitable,,9.85,3.67
Kepler-1017 b,rocky-iron,non-habitable,,10.17,1.99
Kepler-1018 b,gas,non-habitable,,3.24,2.58
Kepler-1019 b,rocky-iron,non-habitable,,3.14,1.46
Kepler-1020 b,rocky-iron,non-habitable,,17.55,2.27
Kepler-1021 b,rocky-iron,non-habitable,,19.52,2.33
Kepler-1022 b,rocky-iron,non-habitable,,20.8,2.36
Kepler-1023 b,gas,non-habitable,,3.47,2.63
Kepler-1024 b,gas,non-habitable,,11.88,3.91
Kepler-1025 b,rocky-iron,non-habitable,,9.95,1.98
Kepler-1026 b,rocky-iron,non-habitable,,15.43,2.21
Kepler-1027 b,rocky-iron,non-habitable,,0.58,0.88
Kepler-1028 b,rocky-iron,non-habitable,,2.3,1.33
Kepler-1029 b,rocky-iron,non-habitable,,1.86,1.25
Kepler-1030 b,rocky-iron,non-habitable,,25.7,2.48
Kepler-1031 b,rocky-iron,non-habitable,,0.56,0.87
Kepler-1032 b,rocky-iron,non-habitable,,7.92,1.87
Kepler-1033 b,gas,non-habitable,,2.97,2.51
Kepler-1034 b,rocky-iron,non-habitable,,17.18,2.26
Kepler-1035 b,rocky-iron,non-habitable,,1.45,1.16
Kepler-1036 b,gas,non-habitable,,5.34,3.01
Kepler-1037 b,rocky-iron,non-habitable,,1.98,1.28
Kepler-1038 b,gas,non-habitable,,8.7,3.53
Kepler-1039 b,rocky-iron,non-habitable,,3.14,1.46
Kepler-1040 b,rocky-iron,non-habitable,,12.15,2.08
Kepler-1041 b,gas,non-habitable,,4.92,2.93
Kepler-1042 b,rocky-iron,non-habitable,,14.78,2.18
Kepler-1043 b,gas,non-habitable,,3.1,2.54
Kepler-1044 b,gas,non-habitable,,3.62,2.67
Kepler-1045 b,gas,non-habitable,,3.72,2.69
Kepler-1046 b,rocky-iron,non-habitable,,5.68,1.71
Kepler-1047 b,rocky-iron,non-habitable,,12.15,2.08
Kepler-1047 c,rocky-iron,non-habitable,,0.83,0.99
Kepler-1048 b,rocky-iron,non-habitable,,4.54,1.61
Kepler-1049 b,rocky-iron,non-habitable,,0.74,0.95
Kepler-1050 b,rocky-iron,non-habitable,,4.42,1.6
Kepler-1050 c,rocky-iron,non-habitable,,3.31,1.48
Kepler-1051 b,gas,non-habitable,,7.73,3.39
Kepler-1052 b,gas,non-habitable,,4.86,2.92
Kepler-1053 b,rocky-iron,non-habitable,,0.8,0.97
Kepler-1054 b,gas,non-habitable,,3.47,2.63
Kepler-1055 b,rocky-iron,non-habitable,,1.75,1.23
Kepler-1056 b,gas,non-habitable,,5.34,3.01
Kepler-1057 b,gas,non-habitable,,7.49,3.36
Kepler-1058 b,gas,non-habitable,,3.87,2.72
Kepler-1059 b,rocky-iron,non-habitable,,5.82,1.72
Kepler-1060 b,rocky-iron,non-habitable,,21.25,2.37
Kepler-1061 b,rocky-iron,non-habitable,,9.95,1.98
Kepler-1062 b,rocky-iron,non-habitable,,6.25,1.76
Kepler-1063 b,rocky-iron,non-habitable,,3.4,1.49
Kepler-1064 b,rocky-iron,non-habitable,,3.88,1.55
Kepler-1065 b,gas,non-habitable,,10.31,3.73
Kepler-1065 c,rocky-iron,non-habitable,,4.42,1.6
Kepler-1066 b,rocky-iron,non-habitable,,20.8,2.36
Kepler-1067 b,rocky-iron,non-habitable,,0.41,0.8
Kepler-1068 b,gas,non-habitable,,9.48,3.63
Kepler-1069 b,rocky-iron,non-habitable,,4.42,1.6
Kepler-1070 b,rocky-iron,non-habitable,,5.82,1.72
Kepler-1071 b,rocky-iron,non-habitable,,21.25,2.37
Kepler-1072 b,rocky-iron,non-habitable,,4.2,1.58
Kepler-1073 b,rocky-iron,non-habitable,,18.31,2.3
Kepler-1073 c,rocky-iron,non-habitable,,4.77,1.64
Kepler-1074 b,rocky-iron,non-habitable,,1.86,1.25
Kepler-1075 b,rocky-iron,non-habitable,,2.89,1.42
Kepler-1076 b,rocky-iron,non-habitable,,0.41,0.8
Kepler-1077 b,gas,non-habitable,,4.08,2.77
Kepler-1078 b,rocky-iron,non-habitable,,8.48,1.9
Kepler-1079 b,rocky-iron,non-habitable,,4.65,1.62
Kepler-1080 b,gas,non-habitable,,6.97,3.28
Kepler-1081 b,rocky-iron,non-habitable,,0.89,1.01
Kepler-1082 b,rocky-iron,non-habitable,,1.27,1.12
Kepler-1083 b,gas,non-habitable,,7.49,3.36
Kepler-1084 b,rocky-iron,non-habitable,,1.23,1.11
Kepler-1085 b,gas,non-habitable,,76.99,7.21
Kepler-1086 b,rocky-iron,non-habitable,,24.12,2.44
Kepler-1086 c,gas,non-habitable,,4.92,2.93
Kepler-1087 b,rocky-iron,non-habitable,,0.17,0.6
Kepler-1088 b,rocky-iron,non-habitable,,2.89,1.42
Kepler-1089 b,rocky-iron,non-habitable,,7.21,1.83
Kepler-1090 b,rocky-iron,mesoplanet,,16.81,2.25
Kepler-1091 b,rocky-iron,non-habitable,,3.14,1.46
Kepler-1092 b,rocky-iron,non-habitable,,11.88,2.07
Kepler-1093 b,rocky-iron,non-habitable,,9.29,1.95
Kepler-1093 c,rocky-iron,non-habitable,,9.51,1.96
Kepler-1094 b,gas,non-habitable,,6.33,3.18
Kepler-1095 b,rocky-iron,non-habitable,,1.65,1.21
Kepler-1096 b,rocky-iron,non-habitable,,1.81,1.24
Kepler-1097 b,gas,non-habitable,,6.82,3.26
Kepler-1098 b,rocky-iron,non-habitable,,2.1,1.3
Kepler-1099 b,gas,non-habitable,,4.34,2.82
Kepler-1100 b,rocky-iron,non-habitable,,6.1,1.75
Kepler-1101 b,rocky-iron,non-habitable,,25.16,2.46
Kepler-1102 b,gas,non-habitable,,3.57,2.65
Kepler-1103 b,rocky-iron,non-habitable,,17.55,2.27
Kepler-1104 b,rocky-iron,non-habitable,,1.75,1.23
Kepler-1105 b,rocky-iron,non-habitable,,10.4,2
Kepler-1106 b,rocky-iron,non-habitable,,4.89,1.65
Kepler-1107 b,rocky-iron,non-habitable,,2.37,1.34
Kepler-1108 b,rocky-iron,non-habitable,,3.14,1.46
Kepler-1109 b,rocky-iron,non-habitable,,14.78,2.18
Kepler-1110 b,gas,non-habitable,,3.57,2.65
Kepler-1111 b,rocky-iron,non-habitable,,10.17,1.99
Kepler-1112 b,gas,non-habitable,,5.34,3.01
Kepler-1113 b,gas,non-habitable,,4.29,2.81
